Time Detect LP,Time Detect Face,Total
0.136926889419556,2.2394700050354,
^[[A^[[A^[[C0.12776422500610352,2.14181733131409,
0.128229379653931,2.15262126922607,
0.124848604202271,2.09821510314941,
0.124063491821289,2.10275220870972,
0.12277102470398,2.11024284362793,
0.123872756958008,2.09378004074097,
0.131768465042114,2.17075800895691,
0.12282657623291,2.19101524353027,
0.129594802856445,2.18817734718323,
0.130938529968262,2.21456456184387,
0.132449388504028,2.19058227539062,
0.228263378143311,2.28613042831421,
0.134032964706421,2.20773100852966,
0.129576683044434,2.18509650230408,
0.133310794830322,2.18145036697388,
0.122339248657227,2.16065454483032,
0.125449657440186,2.18404126167297,
0.130193948745728,2.1400408744812,
0.122029066085815,2.15760946273804,
0.121417045593262,2.15699076652527,
0.124603986740112,2.15178751945496,
0.128878116607666,2.15647506713867,
0.123878955841064,2.17992687225342,
0.123070240020752,2.16584920883179,
0.122177124023438,2.21616363525391,
0.122124671936035,2.23583960533142,
0.124762058258057,2.2290666103363,
0.122676849365234,2.2208137512207,
0.124370336532593,2.14139580726624,
0.129234552383423,2.17272925376892,
0.128003120422363,2.15192699432373,
0.123083353042603,2.15565419197083,
0.122010469436646,2.15980386734009,
0.129913568496704,2.20944499969482,
0.121800184249878,2.17557978630066,
0.128113031387329,2.14108967781067,
0.12881350517273,2.10822010040283,
0.128117799758911,2.1808967590332,
0.124239444732666,2.12518215179443,
0.127223968505859,2.15496873855591,
0.128466606140137,2.16679406166077,
0.12362003326416,2.24214959144592,
0.132623672485352,2.29077887535095,
0.122062683105469,2.11996221542358,
0.124021053314209,2.1236937046051,
0.127551317214966,2.22634100914001,
0.122575521469116,2.13778448104858,
0.125141859054565,2.15466618537903,
0.122524976730347,2.17968559265137,
0.128782749176025,2.18018651008606,
0.131768226623535,2.1614944934845,
0.130408525466919,2.1685004234314,
0.12153172492981,2.19486713409424,
0.124035835266113,2.19251942634583,
0.12199878692627,2.14962005615234,
0.129101753234863,2.15042901039124,
0.122371912002563,2.17139363288879,
0.127677202224731,2.15254306793213,
0.127303600311279,2.16896271705627,
0.130705833435059,2.17974519729614,
0.120954751968384,2.17375612258911,
0.12834620475769,2.20867109298706,
0.231820583343506,2.30900025367737,
0.128878355026245,2.15121984481812,
0.121814966201782,2.16626143455505,
0.121752738952637,2.15714406967163,
0.128705978393555,2.17628812789917,
0.128089666366577,2.19202995300293,
0.128964900970459,2.17255473136902,
0.123020172119141,2.1730694770813,
0.121329784393311,2.1598904132843,
0.130985975265503,2.21942162513733,
0.133423566818237,2.17490696907043,
0.129870176315308,2.19386529922485,
0.123303890228271,2.13145303726196,
0.130270481109619,2.14701342582703,
0.12207293510437,2.73526954650879,
0.130932807922363,2.27292442321777,
0.123117923736572,2.3089907169342,
0.120959758758545,2.24169301986694,
0.12392520904541,2.12634944915771,
0.122593402862549,2.20497822761536,
0.121578931808472,2.14690518379211,
0.120877027511597,2.15295195579529,
0.124577522277832,2.17072510719299,
0.123451232910156,2.15478920936584,
0.131139993667603,2.1973295211792,
0.122411727905273,2.19565606117249,
0.121904850006104,2.15743613243103,
0.125030279159546,2.14625120162964,
0.121456861495972,2.15210843086243,
0.128098726272583,2.21196603775024,
0.129483699798584,2.19650173187256,
0.121234655380249,2.16807293891907,
0.130616903305054,2.18094563484192,
0.129356861114502,2.15622520446777,
0.121691226959229,2.09392023086548,
0.129937171936035,2.16986846923828,
0.131217479705811,2.14919686317444,
0.121561288833618,2.15675115585327,
0.130891799926758,2.10357642173767,
0.12326192855835,2.18568134307861,
0.129188776016235,2.14316201210022,
0.128182172775269,2.17061376571655,
0.123736143112183,2.13733386993408,
0.129230976104736,2.15249133110046,
0.12360405921936,2.17299675941467,
0.123014211654663,2.15031743049622,
0.122466802597046,2.12393975257874,
0.13059401512146,2.17615008354187,
0.130913972854614,2.21775054931641,
0.121468067169189,2.18152046203613,
0.130055904388428,2.12958550453186,
0.130615711212158,2.16148400306702,
0.13030743598938,2.15339660644531,
0.122400999069214,2.11353135108948,
0.129209756851196,2.14507699012756,
0.120701313018799,2.30155491828918,
0.124329566955566,2.16270327568054,
0.124156475067139,2.16763043403625,
0.122169256210327,2.1266028881073,
0.131106615066528,2.16436100006104,
0.130376100540161,2.14741206169128,
0.124292612075806,2.16015553474426,
0.130948066711426,2.17101216316223,
0.123446941375732,2.14350533485413,
0.121201038360596,2.11261701583862,
0.131229877471924,2.19646024703979,
0.12337851524353,2.11561131477356,
0.123341798782349,2.15888214111328,
0.123570203781128,2.19522857666016,
0.131677389144897,2.15974760055542,
0.128487586975098,2.09627366065979,
0.124573469161987,2.14689683914185,
0.130359172821045,2.13459873199463,
0.121324062347412,2.19552397727966,
0.124182939529419,2.16771817207336,
0.12937068939209,2.20369458198547,
0.129651546478271,2.15933918952942,
0.129760026931763,2.17220520973206,
0.224669933319092,2.27211618423462,
0.12994909286499,2.19720125198364,
0.123170852661133,2.20590090751648,
0.122426271438599,2.15077829360962,
0.129976749420166,2.14757227897644,
0.131671905517578,2.15459585189819,
0.130373001098633,2.15110325813293,
0.123873949050903,2.18376970291138,
0.130776405334473,2.1296374797821,
0.122801303863525,2.18734240531921,
0.121033430099487,2.18126440048218,
0.124501705169678,2.18724274635315,
0.122515916824341,2.249267578125,
0.128286361694336,2.26434183120728,
0.123787879943848,2.15076565742493,
0.12352991104126,2.15740084648132,
0.12188720703125,2.14638590812683,
0.124541759490967,2.16485357284546,
0.129357099533081,2.14044237136841,
0.131219625473022,2.17025423049927,
0.131987571716309,2.14809560775757,
0.123417615890503,2.21136355400085,
0.122350454330444,2.172776222229,
0.130460023880005,2.16759133338928,
0.128742456436157,2.14763760566711,
0.123367547988892,2.23093104362488,
0.124956846237183,2.14898920059204,
0.121737957000732,2.14716672897339,
0.12213397026062,2.13859677314758,
0.123848438262939,2.14207172393799,
0.222351551055908,2.2902615070343,
0.129672050476074,2.18090128898621,
0.125218868255615,2.18438529968262,
0.128595590591431,2.18045401573181,
0.128647327423096,2.21402335166931,
0.124759912490845,2.20642447471619,
0.131100654602051,2.15994572639465,
0.122940540313721,2.1603090763092,
0.123582124710083,2.18182134628296,
0.129741907119751,2.25895500183105,
0.128570795059204,2.28199744224548,
0.126464605331421,2.22959184646606,
0.130069732666016,2.20193457603455,
0.123672008514404,2.11488342285156,
0.132803916931152,2.16254758834839,
0.121911525726318,2.13675427436829,
0.121412992477417,2.20959115028381,
0.130454778671265,2.14138889312744,
0.123357772827148,2.13874220848083,
0.123590707778931,2.20029306411743,
0.131247043609619,2.22823691368103,
0.128341436386108,2.15161323547363,
0.122249126434326,2.11962938308716,
0.13145899772644,2.14579463005066,
0.129484415054321,2.13116645812988,
0.12998628616333,2.17772889137268,
0.132189512252808,2.14752984046936,
0.130043506622314,2.16122913360596,
0.129965782165527,2.14022898674011,
0.132075548171997,2.10286712646484,
0.121848821640015,2.16495704650879,
0.336360692977905,2.43909168243408,
0.124126672744751,2.1477689743042,
0.128542900085449,2.15214443206787,
0.130354404449463,2.15340662002563,
0.126128911972046,2.13852739334106,
0.131798982620239,2.18273448944092,
0.123193979263306,2.16673278808594,
0.124642372131348,2.15408945083618,
0.123208284378052,2.15037822723389,
0.128602504730225,2.15109848976135,
0.123910903930664,2.12873244285583,
0.121395826339722,2.10966897010803,
0.132132053375244,2.15085792541504,
0.124327898025513,2.17983222007751,
0.122779369354248,2.26484942436218,
0.128902912139893,2.29801034927368,
0.139255046844482,2.28292107582092,
0.128750085830688,2.23634362220764,
0.129275321960449,2.16094326972961,
0.12052321434021,2.1319317817688,
0.126113891601563,2.11474180221558,
0.120118856430054,2.14576721191406,
0.120487213134766,2.14474964141846,
0.119737148284912,2.09635853767395,
0.121436357498169,2.15003275871277,
0.125634908676147,2.19037961959839,
0.119616746902466,2.13935422897339,
0.11925745010376,2.14942288398743,
0.127667427062988,2.14590549468994,
0.120658397674561,2.12181854248047,
0.125011205673218,2.16897130012512,
0.123790740966797,2.17426657676697,
0.121132373809814,2.13928771018982,
0.121634960174561,2.16009259223938,
0.121461868286133,2.11144018173218,
0.119155168533325,2.09688210487366,
0.120816469192505,2.22027134895325,
0.12676477432251,2.18001294136047,
0.127599716186523,2.35122656822205,
0.120964765548706,2.15388298034668,
0.122102022171021,2.16326308250427,
0.123035907745361,2.18634748458862,
0.12109637260437,2.17177367210388,
0.125024080276489,2.17903852462769,
0.127974033355713,2.15898633003235,
0.124835729598999,2.1451473236084,
0.118862390518188,2.13674163818359,
0.127753973007202,2.31267690658569,
0.119414329528809,2.24755024909973,
0.119175672531128,2.13356637954712,
0.121375799179077,2.12422466278076,
0.120867729187012,2.1323344707489,
0.126346826553345,2.18483352661133,
0.120375871658325,2.20529842376709,
0.123206377029419,2.20038986206055,
0.126315116882324,2.10944628715515,
0.121119976043701,2.14556622505188,
0.122605562210083,2.14517021179199,
0.12512993812561,2.11180996894836,
0.121162891387939,2.12901663780212,
0.122366666793823,2.13399887084961,
0.120113134384155,2.13282084465027,
0.121411561965942,2.13724160194397,
0.222493410110474,2.30908250808716,
0.121121883392334,2.2237229347229,
0.326321840286255,2.40773868560791,
0.125100374221802,2.18018889427185,
0.12055516242981,2.1825315952301,
0.11985969543457,2.15843176841736,
0.119012832641602,2.23592925071716,
0.119671583175659,2.34243512153625,
0.119932651519775,2.16815662384033,
0.122821569442749,2.17486500740051,
0.127797842025757,2.12928652763367,
0.121278524398804,2.20110440254211,
0.123606204986572,2.19923734664917,
0.121161460876465,2.11336970329285,
0.120543241500855,2.12483882904053,
0.126577377319336,2.11027240753174,
0.126855850219727,2.15056204795837,
0.126446008682251,2.27555966377258,
0.124718427658081,2.11111521720886,
0.12019157409668,2.16169476509094,
0.127197980880737,2.14786577224731,
0.120400190353394,2.09256863594055,
0.127726793289185,2.15514135360718,
0.119945287704468,2.15788006782532,
0.119107246398926,2.19739246368408,
0.221643447875977,2.39437675476074,
0.121188402175903,2.14466762542725,
0.127084732055664,2.14934420585632,
0.126089096069336,2.17485380172729,
0.124838352203369,2.14209294319153,
0.121233463287354,2.23155403137207,
0.120736360549927,2.15821695327759,
0.126507520675659,2.14421916007996,
0.126451730728149,2.30650806427002,
0.124083995819092,2.19848084449768,
0.127861022949219,2.43495512008667,
0.127559661865234,2.13455080986023,
0.131309032440186,2.11705088615417,
0.120715856552124,2.14786314964294,
0.121840238571167,2.11228013038635,
0.129629850387573,2.09927439689636,
0.120063066482544,2.10172295570374,
0.121412515640259,2.1306140422821,
0.23747181892395,2.30586409568787,
0.129319190979004,2.14710092544556,
0.120022535324097,2.16432332992554,
0.122359037399292,2.10397696495056,
0.122642993927002,2.19474029541016,
0.120165586471558,2.17720866203308,
0.219740152359009,2.29713749885559,
0.121051073074341,2.15368604660034,
0.119378566741943,2.19140028953552,
0.121906995773315,2.15524983406067,
0.127517223358154,2.12080407142639,
0.120460510253906,2.15556979179382,
0.122198820114136,2.09545636177063,
0.119693279266357,2.23637819290161,
0.122058153152466,2.29028177261353,
0.128926992416382,2.20739459991455,
0.129213094711304,2.17782068252563,
0.128333330154419,2.15378856658936,
0.121423244476318,2.14041066169739,
0.121531248092651,2.08883738517761,
0.12076473236084,2.21741199493408,
0.124285221099854,2.15781927108765,
0.129538774490356,2.22013854980469,
0.124058246612549,2.21813011169434,
0.123304128646851,2.16205143928528,
0.120612144470215,2.10048580169678,
0.131112098693848,2.17826318740845,
0.121139526367188,2.18509435653687,
0.127681732177734,2.2235906124115,
0.125433921813965,2.12531018257141,
0.123905420303345,2.12592196464539,
0.128344297409058,2.14941787719727,
0.121581554412842,2.16667246818542,
0.127258777618408,2.15220808982849,
0.126286745071411,2.15273451805115,
0.12212610244751,2.17102837562561,
0.123293161392212,2.28163623809814,
0.120390892028809,2.2103157043457,
0.12225341796875,2.12215757369995,
0.127331733703613,2.14770126342773,
0.125864267349243,2.16514873504639,
0.231325626373291,2.28404974937439,
0.121439218521118,2.16618657112122,
0.123024463653564,2.14671802520752,
0.122987747192383,2.17138290405273,
0.122840404510498,2.24954175949097,
0.129808664321899,2.32719683647156,
0.127589702606201,2.27082324028015,
0.141871690750122,2.19618129730225,
0.131548404693604,2.32613134384155,
0.139143943786621,2.30734634399414,
0.130373239517212,2.35697054862976,
0.130886554718018,2.30573987960815,
0.126216411590576,2.15136313438416,
0.129373788833618,2.17636275291443,
0.122547388076782,2.15888500213623,
0.123397350311279,2.15722322463989,
0.123234510421753,2.17277836799622,
0.12328577041626,2.14905786514282,
0.121788501739502,2.15472006797791,
0.122902631759644,2.15965747833252,
0.126685380935669,2.14268946647644,
0.128753423690796,2.22416472434998,
0.129006147384644,2.19450187683105,
0.123184680938721,2.22974801063538,
0.12250280380249,2.19553017616272,
0.124330043792725,2.14558625221252,
0.129356861114502,2.16071081161499,
0.12389874458313,2.15966200828552,
0.12243914604187,2.16131925582886,
0.122668027877808,2.20432257652283,
0.120356321334839,2.12239122390747,
0.131006240844727,2.14373540878296,
0.122093439102173,2.15445494651794,
0.122188091278076,2.15109395980835,
0.126383781433106,2.16255712509155,
0.122596502304077,2.14088869094849,
0.120582103729248,2.1538074016571,
0.125604629516602,2.18981599807739,
0.127185344696045,2.20464849472046,
0.224349021911621,2.2160792350769,
0.123367309570313,2.2123122215271,
0.128915309906006,2.16229701042175,
0.123114824295044,2.16174554824829,
0.122958660125732,2.16013288497925,
0.127778291702271,2.1549596786499,
0.124211072921753,2.14274644851685,
0.121987819671631,2.10669803619385,
0.122828483581543,2.21271824836731,
0.124381065368652,2.16567635536194,
0.122959852218628,2.15362548828125,
0.128086090087891,2.28067779541016,
0.127985239028931,2.17617797851562,
0.124032974243164,2.16380953788757,
0.22417688369751,2.27235245704651,
0.122858762741089,2.15600776672363,
0.129281759262085,2.16911196708679,
0.119735717773438,2.14338970184326,
0.333500385284424,2.39057660102844,
0.12186861038208,2.13265085220337,
0.324387311935425,2.34399032592773,
0.121802568435669,2.14549922943115,
0.122478008270264,2.12776231765747,
0.119757890701294,2.17498540878296,
0.234251022338867,2.24235606193542,
0.224725008010864,2.26961326599121,
0.123121500015259,2.28935718536377,
0.125144004821777,2.15708613395691,
0.124536275863647,2.08335161209106,
0.224403142929077,2.22703623771667,
0.225813627243042,2.35804057121277,
0.129056453704834,2.17076206207275,
0.124591827392578,2.14409184455872,
0.121457815170288,2.234206199646,
0.129153490066528,2.1616382598877,
0.121637582778931,2.15928912162781,
0.120320796966553,2.13814902305603,
0.333750247955322,2.36590600013733,
0.120796203613281,2.22647094726562,
0.129090070724487,2.38453793525696,
0.122308969497681,2.3282949924469,
0.128638744354248,2.19443464279175,
0.122261762619019,2.17317485809326,
0.128245830535889,2.17642855644226,
0.127280950546265,2.17455554008484,
0.12714958190918,2.22317838668823,
0.128595352172852,2.20183181762695,
0.121849775314331,2.11880946159363,
0.126248836517334,2.25407195091248,
0.127201318740845,2.15441870689392,
0.122591018676758,2.17651438713074,
0.226654767990112,2.26531314849854,
0.122694492340088,2.11072278022766,
0.123963832855225,2.16486692428589,
0.122221231460571,2.13531446456909,
0.131015062332153,2.17509055137634,
0.124076843261719,2.15796947479248,
0.127023220062256,2.28002953529358,
0.322617292404175,2.4213171005249,
0.122007608413696,2.17584300041199,
0.128253698348999,2.20700573921204,
0.122776985168457,2.17602014541626,
0.120646238327026,2.17358946800232,
0.121748208999634,2.26479244232178,
0.121104001998901,2.16485261917114,
0.128064632415771,2.13878059387207,
0.125084638595581,2.16722536087036,
0.126818656921387,2.14015555381775,
0.120158672332764,2.16290378570557,
0.121290445327759,2.09464478492737,
0.12375020980835,2.28689789772034,
0.128754615783691,2.17482995986938,
0.123685598373413,2.28352570533752,
0.228191375732422,2.28860688209534,
0.129107236862183,2.19653153419495,
0.128348350524902,2.14724564552307,
0.128198623657227,2.11651682853699,
0.124504327774048,2.15602993965149,
0.124007701873779,2.15306615829468,
0.123403549194336,2.16083192825317,
0.129104614257813,2.27435183525085,
0.128908634185791,2.17313480377197,
0.228642702102661,2.18613386154175,
0.124629259109497,2.20711445808411,
0.128267049789429,2.11765122413635,
0.120071887969971,2.16089630126953,
0.226983547210693,2.24162006378174,
0.122210264205933,2.15734219551086,
0.120713710784912,2.16326880455017,
0.128420352935791,2.18939566612244,
0.1230309009552,2.37100124359131,
0.230933427810669,2.2298641204834,
0.123744249343872,2.30388855934143,
0.123165130615234,2.29724979400635,
0.121662616729736,2.15562653541565,
0.127032995223999,2.29532122612,
0.129600763320923,2.13955593109131,
0.120148658752441,2.32997918128967,
0.1213538646698,2.1542546749115,
0.123493194580078,2.16637992858887,
0.121682167053223,2.12127685546875,
0.128278732299805,2.16292142868042,
0.1194748878479,2.18013167381287,
0.122667074203491,2.19115805625916,
0.123018980026245,2.15177702903748,
0.121636390686035,2.13076019287109,
0.122591733932495,2.24680781364441,
0.123514175415039,2.16670751571655,
0.237921237945557,2.25403809547424,
0.122480392456055,2.12446308135986,
0.127499103546143,2.1495566368103,
0.120063781738281,2.28520822525024,
0.123150110244751,2.25664067268372,
0.126389503479004,2.20192241668701,
0.121155738830566,2.14880704879761,
0.123363733291626,2.29599976539612,
0.122479915618896,2.15813994407654,
0.121366024017334,2.15063667297363,
0.128417730331421,2.27621102333069,
0.128939390182495,2.16431355476379,
0.128526449203491,2.13855934143066,
0.129830598831177,2.17394208908081,
0.122398138046265,2.15258884429932,
0.130393743515015,2.1869957447052,
0.124331951141357,2.14934706687927,
0.127622842788696,2.14751768112183,
0.130126476287842,2.13845491409302,
0.119324684143066,2.16384530067444,
0.128045320510864,2.20450663566589,
0.224422216415405,2.31333899497986,
0.121897220611572,2.19881844520569,
0.122018814086914,2.15276336669922,
0.236860036849976,2.31617546081543,
0.12170934677124,2.1481351852417,
0.124332189559937,2.16637444496155,
0.123698949813843,2.1408212184906,
0.122079849243164,2.21665167808533,
0.122822284698486,2.19269561767578,
0.229379653930664,2.33098912239075,
0.121829032897949,2.16783905029297,
0.128799438476563,2.20045709609985,
0.121512889862061,2.14706230163574,
0.122620344161987,2.31270146369934,
0.12894082069397,2.15423846244812,
0.120051145553589,2.15939784049988,
0.120851516723633,2.18600273132324,
0.129127502441406,2.25171303749084,
0.220686674118042,2.22948288917541,
0.234676599502563,2.2375853061676,
0.127633810043335,2.15359830856323,
0.119966983795166,2.24499344825745,
0.225510120391846,2.47230505943298,
0.12755823135376,2.16288805007935,
0.12813663482666,2.20500779151916,
0.122547626495361,2.15579962730408,
0.122728824615479,2.15026021003723,
0.127886295318604,2.18391871452332,
0.128279685974121,2.20469427108765,
0.128111362457275,2.23928642272949,
0.343119859695435,2.40221858024597,
0.128771543502808,2.21861720085144,
0.123022556304932,2.19017171859741,
0.230425357818604,2.2650203704834,
0.130164623260498,2.15262222290039,
0.121253967285156,2.28586196899414,
0.128442287445068,2.28070068359375,
0.124690055847168,2.17815136909485,
0.125985145568848,2.21823835372925,
0.1224684715271,2.29553747177124,
0.128223419189453,2.22740983963013,
0.126798152923584,2.31748032569885,
0.126797676086426,2.15438199043274,
0.12932014465332,2.19205212593079,
0.131117820739746,2.2221827507019,
0.120251893997192,2.34062433242798,
0.120486736297607,2.13527917861938,
0.121247053146362,2.1137809753418,
0.222345113754272,2.2248523235321,
0.12872838973999,2.13473129272461,
0.122432231903076,2.26158881187439,
0.12317419052124,2.15502095222473,
0.123286724090576,2.15777492523193,
0.123645067214966,2.16077947616577,
0.125432968139648,2.16068577766418,
0.120404243469238,2.15926933288574,
0.127555131912231,2.14905405044556,
0.128124952316284,2.15801072120666,
0.226200819015503,2.2857460975647,
0.128726482391357,2.16319441795349,
0.122656106948853,2.14332032203674,
0.11946177482605,2.15151071548462,
0.123013496398926,2.17708206176758,
0.231103897094727,2.2926082611084,
0.124045610427856,2.15312528610229,
0.125223636627197,2.15669226646423,
0.122689008712769,2.13853216171265,
0.122646808624268,2.16160702705383,
0.322178363800049,2.32377481460571,
0.121163845062256,2.19156622886658,
0.130212783813477,2.2152054309845,
0.123642206192017,2.19095921516418,
0.124407768249512,2.13423681259155,
0.12938928604126,2.16747069358826,
0.228665113449097,2.29708170890808,
0.125831842422485,2.16566753387451,
0.123664617538452,2.1635205745697,
0.129895687103271,2.17601346969604,
0.121510744094849,2.32099795341492,
0.122246742248535,2.15736031532288,
0.126996278762817,2.13189506530762,
0.126695394515991,2.15901350975037,
0.122164726257324,2.18664026260376,
0.121834993362427,2.19675970077515,
0.127731084823608,2.21930599212646,
0.128030300140381,2.20997619628906,
0.220154047012329,2.25004744529724,
0.122587203979492,2.14429974555969,
0.125767469406128,2.16617393493652,
0.22971248626709,2.21607041358948,
0.1279137134552,2.16446208953857,
0.128216743469238,2.28191375732422,
0.123230695724487,2.15079045295715,
0.123895168304443,2.14951324462891,
0.12821102142334,2.16230225563049,
0.129308700561523,2.14992833137512,
0.122109413146973,2.13714337348938,
0.126914024353027,2.31002497673035,
0.121059417724609,2.12258076667786,
0.120493650436401,2.18165445327759,
0.127249479293823,2.18217658996582,
0.1281418800354,2.34130668640137,
0.126416683197021,2.17917275428772,
0.121399641036987,2.18672966957092,
0.237226963043213,2.29580402374268,
0.122130632400513,2.15135455131531,
0.228772163391113,2.31180715560913,
0.125689029693604,2.18457245826721,
0.126168489456177,2.17443466186523,
0.127076625823975,2.2166268825531,
0.120241641998291,2.19283056259155,
0.226540327072144,2.26266765594482,
0.119417428970337,2.16912841796875,
0.121067523956299,2.15108180046082,
0.123936653137207,2.15442299842834,
0.421821117401123,2.49102258682251,
0.126793146133423,2.19555592536926,
0.224440336227417,2.25575304031372,
0.126688241958618,2.17243528366089,
0.121252536773682,2.27985906600952,
0.127191781997681,2.15459489822388,
0.127096652984619,2.1398823261261,
0.129328727722168,2.1427948474884,
0.128836393356323,2.1584107875824,
0.120635986328125,2.10299348831177,
0.122375249862671,2.14269757270813,
0.123661279678345,2.16925477981567,
0.123332738876343,2.10808372497559,
0.127928495407105,2.27265858650208,
0.130330324172974,2.13354516029358,
0.120590925216675,2.13316249847412,
0.121865510940552,2.14228820800781,
0.119960784912109,2.15819692611694,
0.127357006072998,2.15546488761902,
0.126634359359741,2.14919400215149,
0.232214450836182,2.35635828971863,
0.124112129211426,2.13197302818298,
0.121426105499268,2.26650357246399,
0.128512382507324,2.15999698638916,
0.12543511390686,2.18166661262512,
0.119563817977905,2.13314652442932,
0.121756315231323,2.13506746292114,
0.12834620475769,2.30861377716064,
0.130088806152344,2.15556740760803,
0.12647819519043,2.17349982261658,
0.124853372573853,2.1395571231842,
0.121723890304565,2.08996081352234,
0.127336025238037,2.15467882156372,
0.120077848434448,2.22867441177368,
0.121807098388672,2.28653430938721,
0.126549005508423,2.17250466346741,
0.121097803115845,2.15366244316101,
0.127199411392212,2.16437268257141,
0.225736618041992,2.2968282699585,
0.226029872894287,2.25045037269592,
0.128143548965454,2.12108850479126,
0.125916957855225,2.29168272018433,
0.226627111434937,2.29160714149475,
0.12727427482605,2.15546202659607,
0.222489595413208,2.38819193840027,
0.129472255706787,2.2249972820282,
0.119932889938355,2.14615249633789,
0.120393991470337,2.17518186569214,
0.130681276321411,2.22812247276306,
0.129120111465454,2.24132227897644,
0.1207594871521,2.23162198066711,
0.127299785614014,2.18226099014282,
0.122116804122925,2.1397967338562,
0.122812986373901,2.22554540634155,
0.121391296386719,2.17452239990234,
0.12536358833313,2.17631196975708,
0.120391368865967,2.14139151573181,
0.128176927566528,2.11012625694275,
0.124494552612305,2.1506335735321,
0.126701593399048,2.16169095039368,
0.125633716583252,2.18027567863464,
0.121811866760254,2.17760825157166,
0.126017570495606,2.27841758728027,
0.344501733779907,2.4946882724762,
0.126653432846069,2.28034019470215,
0.124892473220825,2.20795273780823,
0.129046201705933,2.2779278755188,
0.126972913742065,2.20591998100281,
0.117841482162476,2.07584953308105,
0.121227979660034,2.09584331512451,
0.215707540512085,2.24943399429321,
0.214461088180542,2.36086654663086,
0.120592594146729,2.26850056648254,
0.120083093643188,2.11521744728088,
0.424509525299072,2.46930170059204,
0.127622127532959,2.2439558506012,
0.120935678482056,2.16537356376648,
0.424880027770996,2.51139855384827,
0.125716686248779,2.30964970588684,
0.123966217041016,2.14400386810303,
0.219228267669678,2.33650350570679,
0.119296073913574,2.23490405082703,
0.118863821029663,2.26452350616455,
0.124526023864746,2.22639751434326,
0.126186370849609,2.15599846839905,
0.120670318603516,2.28756380081177,
0.124615669250488,2.13943910598755,
0.124139308929443,2.15300369262695,
0.120023727416992,2.17067384719849,
0.12155032157898,2.15096497535706,
0.120653867721558,2.09030985832214,
0.11978030204773,2.15053629875183,
0.126548051834106,2.30565571784973,
0.118179321289063,2.14714741706848,
0.124642610549927,2.13698482513428,
0.119751691818237,2.39616012573242,
0.124404430389404,2.14401268959045,
0.120738506317139,2.10522770881653,
0.12118411064148,2.15526294708252,
0.12384819984436,2.1387722492218,
0.115999460220337,2.17463803291321,
0.119113922119141,2.16163158416748,
0.118364810943604,2.13231229782104,
0.12476921081543,2.10649943351746,
0.117077589035034,2.15456104278564,
0.122239828109741,2.26897144317627,
0.118710279464722,2.10691666603088,
0.123687267303467,2.14706873893738,
0.117135286331177,2.160236120224,
0.227775812149048,2.23414754867554,
0.11964750289917,2.15165901184082,
0.11802077293396,2.34882187843323,
0.124152898788452,2.13786864280701,
0.120984315872192,2.10634279251099,
0.119283676147461,2.11865043640137,
0.119085311889648,2.16623091697693,
0.12210488319397,2.1439528465271,
0.125916481018066,2.20125889778137,
0.12197470664978,2.12647557258606,
0.125807046890259,2.19177985191345,
0.125500917434692,2.1745400428772,
0.124927520751953,2.15442943572998,
0.125698804855347,2.15757656097412,
0.124957799911499,2.15573835372925,
0.118997097015381,2.17233896255493,
0.219059705734253,2.28153777122498,
0.120949029922485,2.40968108177185,
0.120141267776489,2.28409814834595,
0.120546579360962,2.14746260643005,
0.21752142906189,2.24076795578003,
0.121512651443481,2.11312890052795,
0.121593236923218,2.33555388450623,
0.119638681411743,2.19452428817749,
0.119815587997437,2.19087624549866,
0.121720314025879,2.15254902839661,
0.122067451477051,2.16325688362122,
0.123211622238159,2.17742967605591,
0.123632431030273,2.16650319099426,
0.125223159790039,2.16184377670288,
0.12602686882019,2.15411472320557,
0.121012926101685,2.17044949531555,
0.123214244842529,2.19077825546265,
0.121435880661011,2.12966275215149,
0.123724222183228,2.15693235397339,
0.120829105377197,2.15658807754517,
0.125191211700439,2.19396829605103,
0.12185263633728,2.18435025215149,
0.128422498703003,2.29949617385864,
0.126688003540039,2.1598904132843,
0.126518726348877,2.19513058662415,
0.125847101211548,2.16970062255859,
0.120408773422241,2.16516804695129,
0.221056938171387,2.22389435768127,
0.121824741363525,2.16021037101746,
0.122932910919189,2.12819218635559,
0.126789331436157,2.14853477478027,
0.127707958221436,2.14260053634644,
0.22220253944397,2.22014546394348,
0.126248121261597,2.16455078125,
0.121915578842163,2.08258318901062,
0.126273393630981,2.28669047355652,
0.129312038421631,2.18917989730835,
0.125426530838013,2.13732647895813,
0.121570348739624,2.16996145248413,
0.121302604675293,2.28286623954773,
0.121891498565674,2.15062880516052,
0.127214908599854,2.3131697177887,
0.224895000457764,2.27830338478088,
0.121581315994263,2.20398211479187,
0.125201940536499,2.15544486045837,
0.122921705245972,2.13828229904175,
0.125392913818359,2.32993006706238,
0.121636629104614,2.19669699668884,
0.120147228240967,2.13236236572266,
0.130699157714844,2.22979283332825,
0.131103992462158,2.23721981048584,
0.129259586334229,2.16918635368347,
0.121383190155029,2.16651725769043,
0.125836372375488,2.22425985336304,
0.121013164520264,2.2124719619751,
0.12421703338623,2.22836446762085,
0.122873306274414,2.24133157730103,
0.122976064682007,2.18664979934692,
0.128936529159546,2.22061681747437,
0.126383066177368,2.19470143318176,
0.232331275939941,2.27450489997864,
0.120357036590576,2.18395853042603,
0.12317967414856,2.1896665096283,
0.12146520614624,2.14716553688049,
0.120790243148804,2.29036211967468,
